board_id,fe_id,channel,tac,tdc,a,b,c,chi2,d,dof
57,0,18,2,0,-1.4517109394073486,-168.78359985351563,365.37554931640625,1550.530517578125,0.3928571343421936,220.0
57,0,18,2,1,-5.299045562744141,-153.47561645507813,345.16168212890625,2530.068359375,0.375,220.0
57,0,18,3,0,-1.4059242010116577,-168.56793212890625,364.31268310546875,1635.932861328125,0.39322629570961,220.0
57,0,18,3,1,-4.958601474761963,-153.45150756835938,343.3710632324219,2471.513916015625,0.37609052658081055,220.0
57,0,19,0,0,-3.4516384601593018,-162.0409393310547,365.8836364746094,1652.80908203125,0.3931025266647339,220.0
57,0,19,0,1,-1.9069043397903442,-151.47140502929688,326.74127197265625,1626.8714599609375,0.375,220.0
57,0,19,1,0,-3.096784830093384,-163.9348907470703,356.6694030761719,1768.426513671875,0.39301830530166626,220.0
57,0,19,1,1,-0.2789304852485657,-152.88377380371094,324.8402099609375,1651.9447021484375,0.375,220.0
57,0,19,2,0,-3.473771095275879,-161.6170654296875,355.67333984375,1560.142578125,0.392857164144516,220.0
57,0,19,2,1,-1.7302250862121582,-150.40496826171875,323.0453796386719,1436.5599365234375,0.375,220.0
57,0,19,3,0,-2.697662830352783,-164.45654296875,357.3271789550781,1637.259521484375,0.3928571343421936,220.0
57,0,19,3,1,-1.7510696649551392,-151.29916381835938,324.0430908203125,1575.479248046875,0.375,220.0
57,0,2,0,0,-4.382876396179199,-155.01466369628906,348.7513122558594,1513.7249755859375,0.4107142984867096,220.0
57,0,2,0,1,-3.6271510124206543,-157.2689208984375,348.1900329589844,1558.400390625,0.3928571343421936,220.0
57,0,2,1,0,-4.4692888259887695,-154.37147521972656,339.8033142089844,1434.0015869140625,0.4108297526836395,220.0
57,0,2,1,1,-3.547347068786621,-157.1578369140625,347.435791015625,1538.4156494140625,0.3928571343421936,220.0
57,0,2,2,0,-4.741468906402588,-153.87110900878906,341.4795837402344,1610.0113525390625,0.4107142984867096,220.0
57,0,2,2,1,-3.295193672180176,-157.03298950195313,344.7994384765625,1483.53955078125,0.392857164144516,220.0
57,0,2,3,0,-2.55859375,-157.07284545898438,343.00897216796875,1970.820068359375,0.4107142984867096,220.0
57,0,2,3,1,-3.5232977867126465,-156.34124755859375,344.03106689453125,1439.19677734375,0.3928575813770294,220.0
57,0,20,0,0,-2.9560961723327637,-156.03302001953125,355.0773620605469,1707.4984130859375,0.3928597867488861,220.0
57,0,20,0,1,-1.6818697452545166,-156.73109436035156,343.7111511230469,1400.978271484375,0.3750373423099518,220.0
57,0,20,1,0,-2.5989890098571777,-156.03810119628906,345.5052490234375,1701.009033203125,0.3931571841239929,220.0
57,0,20,1,1,-0.9962484240531921,-157.53036499023438,342.2529602050781,1246.29052734375,0.3750002384185791,220.0
57,0,20,2,0,-2.2259697914123535,-155.98545837402344,344.7428894042969,1564.8614501953125,0.39320337772369385,220.0
57,0,20,2,1,-1.4399656057357788,-156.0892333984375,341.51708984375,1277.69482421875,0.37555310130119324,220.0
57,0,20,3,0,-2.8022561073303223,-155.859375,345.73809814453125,1584.2906494140625,0.39294499158859253,220.0
57,0,20,3,1,-1.440523624420166,-157.8395233154297,343.5380554199219,1322.4716796875,0.3751571774482727,220.0
57,0,21,0,0,-2.9483413696289063,-153.0118865966797,342.2313537597656,2147.0263671875,0.3928571343421936,220.0
57,0,21,0,1,-2.594412326812744,-154.17843627929688,342.7183532714844,1616.449951171875,0.375,220.0
57,0,21,1,0,-3.1329240798950195,-151.69090270996094,332.3844299316406,2131.947998046875,0.3928571343421936,220.0
57,0,21,1,1,-2.5726773738861084,-154.16827392578125,340.2550964355469,1530.3800048828125,0.3751215636730194,220.0
57,0,21,2,0,-2.6647801399230957,-152.3627166748047,330.9096374511719,1929.716552734375,0.3928571343421936,220.0
57,0,21,2,1,-2.2039432525634766,-154.45021057128906,339.3489074707031,1590.2113037109375,0.375,220.0
57,0,21,3,0,-3.157841444015503,-151.3260040283203,330.88482666015625,1839.710205078125,0.3928687274456024,220.0
57,0,21,3,1,-2.784111738204956,-154.68064880371094,341.5213623046875,1760.530517578125,0.3750115931034088,220.0
57,0,22,0,0,-2.5884106159210205,-146.22998046875,326.9834289550781,1893.15380859375,0.3928571343421936,220.0
57,0,22,0,1,-1.104754090309143,-160.59451293945313,341.10467529296875,1249.1329345703125,0.375,220.0
57,0,22,1,0,-2.4845752716064453,-145.57049560546875,317.0130310058594,1747.7054443359375,0.39409139752388,220.0
57,0,22,1,1,-1.6317600011825562,-159.3244171142578,342.1083679199219,1197.5093994140625,0.3750356435775757,220.0
57,0,22,2,0,-0.9314494132995605,-147.6289520263672,318.4304504394531,1995.8427734375,0.392857164144516,220.0
57,0,22,2,1,-0.16114507615566254,-161.31668090820313,339.6567077636719,1308.697509765625,0.375,220.0
57,0,22,3,0,-2.425248861312866,-144.9609832763672,315.30987548828125,1780.7493896484375,0.3929099440574646,220.0
57,0,22,3,1,-0.939552366733551,-160.5797119140625,340.9222106933594,1250.4312744140625,0.3759097456932068,220.0
57,0,23,0,0,-0.6949372291564941,-171.0746307373047,375.7061462402344,1585.036865234375,0.3928571343421936,220.0
57,0,23,0,1,-2.2860426902770996,-162.9425048828125,352.85687255859375,1932.9219970703125,0.375,220.0
57,0,23,1,0,-3.0054755210876465,-167.05332946777344,367.0943298339844,1653.556396484375,0.3933073878288269,220.0
57,0,23,1,1,-0.4046179950237274,-165.59951782226563,352.55426025390625,2215.42724609375,0.375,220.0
57,0,23,2,0,-0.7148529291152954,-169.46469116210938,365.7989196777344,1452.1591796875,0.3928571343421936,220.0
57,0,23,2,1,-2.263745069503784,-163.08795166015625,350.8402099609375,1988.8968505859375,0.3750871419906616,220.0
57,0,23,3,0,-1.9403913021087646,-169.28750610351563,365.4864807128906,1520.0498046875,0.3928571343421936,220.0
57,0,23,3,1,-2.362204074859619,-162.99818420410156,353.1542053222656,1993.25,0.375,220.0
57,0,24,0,0,-7.254673957824707,-151.88731384277344,354.2630615234375,2266.568115234375,0.4109843671321869,220.0
57,0,24,0,1,-1.4347296953201294,-151.62655639648438,329.5431823730469,1537.7601318359375,0.37516871094703674,220.0
57,0,24,1,0,-6.830807685852051,-152.35340881347656,345.00103759765625,2500.50048828125,0.4108182191848755,220.0
57,0,24,1,1,-1.733553171157837,-150.87196350097656,328.2855529785156,1517.3380126953125,0.3750428259372711,220.0
57,0,24,2,0,-6.112090587615967,-153.05984497070313,342.4871520996094,2322.635009765625,0.41079768538475037,220.0
57,0,24,2,1,-2.005594491958618,-150.4102783203125,329.8000183105469,1557.3187255859375,0.37547779083251953,220.0
57,0,24,3,0,-6.695005416870117,-151.99676513671875,342.97857666015625,2454.296142578125,0.4106867015361786,220.0
57,0,24,3,1,-1.7898088693618774,-151.62454223632813,330.2239990234375,1604.64306640625,0.3754235506057739,220.0
57,0,25,0,0,-3.2294845581054688,-158.56678771972656,353.988525390625,1570.8380126953125,0.4107142984867096,220.0
57,0,25,0,1,-2.016680955886841,-159.44662475585938,345.96771240234375,1513.357666015625,0.3928571343421936,220.0
57,0,25,1,0,-2.4539475440979004,-160.14402770996094,342.1798095703125,1463.8109130859375,0.4107142984867096,220.0
57,0,25,1,1,-2.1332173347473145,-158.4500732421875,344.0270080566406,1393.08740234375,0.3928610682487488,220.0
57,0,25,2,0,-2.8053126335144043,-160.00009155273438,343.5069274902344,1432.73291015625,0.4108855426311493,220.0
57,0,25,2,1,-0.8413150310516357,-160.09300231933594,345.5452575683594,1529.1090087890625,0.3928571343421936,220.0
57,0,25,3,0,-1.4567028284072876,-161.27191162109375,343.57928466796875,1586.0584716796875,0.4107142984867096,220.0
57,0,25,3,1,-1.970798373222351,-157.86915588378906,340.99249267578125,1361.0045166015625,0.3928571343421936,220.0
57,0,26,0,0,-1.1141117811203003,-157.00616455078125,345.9631652832031,1246.39892578125,0.3928687274456024,220.0
57,0,26,0,1,-1.7042497396469116,-151.64471435546875,326.3071594238281,1508.8016357421875,0.3932466506958008,220.0
57,0,26,1,0,-0.6623842120170593,-157.70541381835938,336.5486755371094,1214.4168701171875,0.39289796352386475,220.0
57,0,26,1,1,-1.0111057758331299,-152.36756896972656,321.9276123046875,1347.241455078125,0.3928571343421936,220.0
57,0,26,2,0,-0.8637367486953735,-157.400634765625,335.2823486328125,1147.876708984375,0.3928571343421936,220.0
57,0,26,2,1,-0.4151095151901245,-153.22662353515625,322.4778137207031,1437.1973876953125,0.3928571343421936,220.0
57,0,26,3,0,-1.0365252494812012,-157.6499481201172,337.9824523925781,1454.8775634765625,0.3928571343421936,220.0
57,0,26,3,1,-1.1611653566360474,-151.7739715576172,323.30059814453125,1434.0374755859375,0.392857164144516,220.0
57,0,27,0,0,-3.6799440383911133,-156.5426788330078,353.422119140625,1608.952392578125,0.3928571343421936,220.0
57,0,27,0,1,-0.08361444622278214,-160.51229858398438,344.3753662109375,1716.1551513671875,0.375,220.0
57,0,27,1,0,-3.7167160511016846,-156.3348388671875,345.2025451660156,1813.6265869140625,0.3928571343421936,220.0
57,0,27,1,1,-0.8856955170631409,-158.73663330078125,339.3839416503906,1475.958251953125,0.392857164144516,220.0
57,0,27,2,0,-3.6617918014526367,-155.7237548828125,343.4339599609375,1542.898681640625,0.3929719030857086,220.0
57,0,27,2,1,-0.08795542269945145,-160.4440155029297,339.00628662109375,1434.4783935546875,0.3928571343421936,220.0
57,0,27,3,0,-3.1278698444366455,-156.83912658691406,342.9653625488281,1542.1416015625,0.3928571343421936,220.0
57,0,27,3,1,-0.46982675790786743,-159.96670532226563,339.8147888183594,1493.999267578125,0.3932037651538849,220.0
57,0,28,0,0,-1.6716878414154053,-163.4238739013672,354.23193359375,1258.4552001953125,0.41570165753364563,220.0
57,0,28,0,1,-1.7254122495651245,-163.6958465576172,356.4674987792969,1308.5791015625,0.3928571343421936,220.0
57,0,28,1,0,-0.848823606967926,-163.54989624023438,346.7934875488281,1258.9063720703125,0.4107142984867096,220.0
57,0,28,1,1,-1.3671367168426514,-162.91978454589844,352.98974609375,1374.4674072265625,0.393204003572464,220.0
57,0,28,2,0,-1.9439539909362793,-162.2038116455078,346.433837890625,1284.173828125,0.41100987792015076,220.0
57,0,28,2,1,-1.3598110675811768,-163.05377197265625,353.630615234375,1384.45556640625,0.3928571343421936,220.0
57,0,28,3,0,-2.0402305126190186,-161.55648803710938,344.9237976074219,1238.2408447265625,0.4107142984867096,220.0
57,0,28,3,1,-1.3943935632705688,-163.0142822265625,353.5826110839844,1372.8076171875,0.3928571343421936,220.0
57,0,29,0,0,-1.265553593635559,-166.1053009033203,367.4646911621094,1341.158203125,0.3928571343421936,220.0
57,0,29,0,1,-4.830297470092773,-161.68572998046875,362.0693054199219,2069.93115234375,0.37547382712364197,220.0
57,0,29,1,0,-1.4036853313446045,-165.7577362060547,359.234375,1377.0439453125,0.3928571343421936,220.0
57,0,29,1,1,-5.185868263244629,-159.65771484375,358.0918273925781,2097.734375,0.3928571343421936,220.0
57,0,29,2,0,-1.416811466217041,-164.9647674560547,355.9305114746094,1315.044921875,0.3929719030857086,220.0
57,0,29,2,1,-4.956409454345703,-160.0945587158203,357.320068359375,1951.2730712890625,0.392857164144516,220.0
57,0,29,3,0,-1.143811821937561,-165.76681518554688,358.2496337890625,1337.1319580078125,0.3928571343421936,220.0
57,0,29,3,1,-4.374267578125,-161.11138916015625,358.1501770019531,1991.1446533203125,0.3937646746635437,220.0
57,0,3,0,0,-2.3993868827819824,-167.46763610839844,374.4732360839844,1377.4464111328125,0.4107142984867096,220.0
57,0,3,0,1,-4.333264350891113,-156.70944213867188,345.99188232421875,1810.344970703125,0.39287450909614563,220.0
57,0,3,1,0,-2.9869542121887207,-166.06845092773438,364.4261169433594,1506.3294677734375,0.4108143746852875,220.0
57,0,3,1,1,-4.101058006286621,-156.82467651367188,345.6470031738281,1922.1082763671875,0.39287281036376953,220.0
57,0,3,2,0,-2.375491142272949,-166.51837158203125,360.9665222167969,1388.3172607421875,0.41074007749557495,220.0
57,0,3,2,1,-3.787611961364746,-156.88504028320313,346.36077880859375,1783.7872314453125,0.3931335210800171,220.0
57,0,3,3,0,-2.5996243953704834,-166.1531219482422,366.6652526855469,1352.2965087890625,0.4107142984867096,220.0
57,0,3,3,1,-3.4632773399353027,-157.59640502929688,346.5594482421875,1779.673095703125,0.3928571343421936,220.0
57,0,30,0,0,-2.565075397491455,-153.5654296875,340.8885192871094,1419.1038818359375,0.41071733832359314,220.0
57,0,30,0,1,-2.22860050201416,-172.51803588867188,373.19390869140625,1763.6192626953125,0.393118292093277,220.0
57,0,30,1,0,-1.2414735555648804,-153.90234375,331.78363037109375,1396.0743408203125,0.4107142984867096,220.0
57,0,30,1,1,-2.59126877784729,-171.59176635742188,371.9442138671875,1680.9947509765625,0.3928571343421936,220.0
57,0,30,2,0,-1.847122073173523,-153.59767150878906,330.23333740234375,1393.4376220703125,0.4107879102230072,220.0
57,0,30,2,1,-1.0009958744049072,-172.51242065429688,372.4883117675781,1805.6197509765625,0.3928571343421936,220.0
57,0,30,3,0,-2.232790231704712,-153.84571838378906,329.941650390625,1490.8773193359375,0.41090840101242065,220.0
57,0,30,3,1,-2.0534839630126953,-171.2781524658203,370.1702575683594,1801.7144775390625,0.3928571343421936,220.0
57,0,31,0,0,-3.1000752449035645,-159.1766815185547,357.38482666015625,1287.8955078125,0.3929990231990814,220.0
57,0,31,0,1,-0.9611746668815613,-159.3875274658203,344.86737060546875,1529.8994140625,0.37531566619873047,220.0
57,0,31,1,0,-2.5371580123901367,-159.01463317871094,347.90545654296875,1380.070068359375,0.3928571343421936,220.0
57,0,31,1,1,-1.7101414203643799,-157.51292419433594,345.3698425292969,1627.655029296875,0.3750459849834442,220.0
57,0,31,2,0,-2.8850996494293213,-158.0000457763672,345.9340515136719,1536.34375,0.392962783575058,220.0
57,0,31,2,1,-1.7471973896026611,-157.80149841308594,346.9946594238281,1627.9990234375,0.3750108778476715,220.0
57,0,31,3,0,-2.7893781661987305,-158.45516967773438,347.3294372558594,1460.9356689453125,0.3928777873516083,220.0
57,0,31,3,1,-1.8972662687301636,-156.8744354248047,343.9471435546875,1618.6435546875,0.3750635087490082,220.0
57,0,32,0,0,-4.547301769256592,-157.19046020507813,356.4107971191406,2068.660400390625,0.39326906204223633,220.0
57,0,32,0,1,-0.8258174061775208,-155.94703674316406,338.6363830566406,1123.3516845703125,0.37506842613220215,220.0
57,0,32,1,0,-4.915894508361816,-156.79412841796875,348.97772216796875,2150.869384765625,0.39302247762680054,220.0
57,0,32,1,1,-1.1756123304367065,-155.30345153808594,337.73370361328125,1214.1197509765625,0.375,220.0
57,0,32,2,0,-3.4868271350860596,-157.49258422851563,346.9818420410156,2175.423095703125,0.3928571343421936,220.0
57,0,32,2,1,-0.8279619812965393,-155.07699584960938,338.1888122558594,1055.25341796875,0.375,220.0
57,0,32,3,0,-4.726160526275635,-156.8209686279297,346.8632507324219,2194.94384765625,0.3928663432598114,220.0
57,0,32,3,1,-1.1583991050720215,-155.56080627441406,339.0350036621094,1121.2200927734375,0.37520891427993774,220.0
57,0,33,0,0,-2.9981348514556885,-164.950927734375,374.47564697265625,1687.9202880859375,0.3930632770061493,220.0
57,0,33,0,1,-4.9356608390808105,-150.1626739501953,336.46026611328125,2415.4619140625,0.375,220.0
57,0,33,1,0,-2.353651285171509,-164.64248657226563,361.793212890625,1479.6788330078125,0.3928571343421936,220.0
57,0,33,1,1,-5.477332592010498,-149.87876892089844,334.1444396972656,2175.627197265625,0.3832162320613861,220.0
57,0,33,2,0,-2.7862191200256348,-164.3494110107422,364.9105529785156,1605.85986328125,0.3928571343421936,220.0
57,0,33,2,1,-5.534346103668213,-150.36572265625,331.9674377441406,2136.57373046875,0.3923247754573822,220.0
57,0,33,3,0,-2.6300675868988037,-165.293212890625,364.3518981933594,1626.75634765625,0.3928571343421936,220.0
57,0,33,3,1,-4.545826435089111,-151.26890563964844,335.42449951171875,2207.227294921875,0.375,220.0
57,0,34,0,0,-3.4334545135498047,-158.25848388671875,357.69537353515625,1981.206787109375,0.5,220.0
57,0,34,0,1,-3.1205923557281494,-165.31329345703125,360.6537780761719,1605.813720703125,0.4821428656578064,220.0
57,0,34,1,0,-3.659097194671631,-156.87216186523438,347.27911376953125,1662.0238037109375,0.5000253319740295,220.0
57,0,34,1,1,-2.9025864601135254,-165.82769775390625,360.24102783203125,1414.769287109375,0.4821428954601288,220.0
57,0,34,2,0,-3.127732753753662,-157.5499725341797,346.55029296875,1965.6361083984375,0.5,220.0
57,0,34,2,1,-2.533881187438965,-165.34146118164063,359.4368591308594,1643.993408203125,0.4821428656578064,220.0
57,0,34,3,0,-3.0383059978485107,-157.99844360351563,347.32989501953125,1576.620849609375,0.5000059008598328,220.0
57,0,34,3,1,-2.761094093322754,-165.2944793701172,358.7074279785156,1531.9522705078125,0.4821438789367676,220.0
57,0,35,0,0,-2.500751256942749,-164.62928771972656,365.15020751953125,1544.4683837890625,0.5,220.0
57,0,35,0,1,-2.9412407875061035,-151.5847930908203,328.46807861328125,1448.0343017578125,0.5,220.0
57,0,35,1,0,-2.7625303268432617,-162.892822265625,350.9447937011719,1408.405517578125,0.5178617835044861,220.0
57,0,35,1,1,-2.8597090244293213,-151.48684692382813,326.9491882324219,1474.12109375,0.49965333938598633,220.0
57,0,35,2,0,-2.919895648956299,-162.90065002441406,355.3687744140625,1375.6634521484375,0.5000483989715576,220.0
57,0,35,2,1,-3.2470216751098633,-150.9361572265625,327.5531005859375,1450.3011474609375,0.5054604411125183,220.0
57,0,35,3,0,-3.0708107948303223,-163.2917022705078,352.2203674316406,1453.167724609375,0.5187448859214783,220.0
57,0,35,3,1,-3.4441416263580322,-150.9487762451172,328.4543762207031,1437.9383544921875,0.5000016093254089,220.0
57,0,36,0,0,-6.681231498718262,-150.13372802734375,346.4325866699219,2227.55322265625,0.5000299215316772,220.0
57,0,36,0,1,-2.311901807785034,-159.05238342285156,349.31707763671875,1478.4925537109375,0.4821428656578064,220.0
