board_id,fe_id,channel,bl_e,bl_t,dead_time,do_t1_delay,g_e,g_q,g_t,masked,meas_mode,qdc_max_intg_t,qdc_min_intg_t,thr_e,thr_e_bl,thr_t1,thr_t1_bl,thr_t2,thr_t2_bl,trig_b,trig_e,trig_q,trig_t
57,3,42,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,47,15,54,15,60,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,43,6,51,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,58,15,50,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,44,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,57,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,45,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",23,23,62,59,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,46,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,46,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,47,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,46,15,56,15,60,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,48,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,55,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,49,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,50,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,45,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,51,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,57,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,52,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,55,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,53,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,46,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,54,5,60,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,46,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,55,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,58,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,56,5,50,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,57,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,43,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,58,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,57,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,59,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,47,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,60,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,46,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,61,5,52,0,"3_ns",300,"3_65",3000,0,"qdc",23,23,62,47,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,62,6,61,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,57,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,3,63,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,56,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,0,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,45,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,1,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,58,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,10,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",30,30,62,60,15,57,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,11,5,52,0,"3_ns",300,"3_65",3000,0,"qdc",30,30,62,44,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,12,5,50,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,44,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,13,5,50,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,45,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,14,6,51,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,58,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,15,6,49,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,16,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,17,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,56,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,18,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,60,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,19,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",30,30,62,57,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,2,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,60,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,20,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,59,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,21,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,44,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,22,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",33,33,62,43,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,23,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,58,15,57,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,24,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,56,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,25,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",32,32,62,59,15,57,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,26,6,50,0,"3_ns",300,"3_65",3000,0,"qdc",32,32,62,60,15,47,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,27,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,59,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,28,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,57,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,29,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,45,15,50,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,3,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,45,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,30,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,44,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,31,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,57,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,32,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,44,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,33,6,52,0,"3_ns",300,"3_65",3000,0,"qdc",33,33,62,57,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,34,5,48,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,47,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,35,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,44,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,36,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,45,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,37,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",32,32,62,45,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,38,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,58,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,39,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,59,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,4,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,56,15,57,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,40,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,44,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,41,5,59,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,44,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,42,6,50,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,57,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,43,5,51,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,46,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,44,5,49,0,"3_ns",300,"3_65",3000,0,"qdc",32,32,62,45,15,51,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,45,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,45,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,46,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",30,30,62,58,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,47,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",32,32,62,45,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,48,6,51,0,"3_ns",300,"3_65",3000,0,"qdc",32,32,62,58,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,49,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,59,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,5,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,59,15,47,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,50,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",32,32,62,44,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,51,5,48,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,45,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,52,5,52,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,45,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,53,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,59,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,54,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",30,30,62,58,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,55,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",33,33,62,59,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,56,6,51,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,57,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",33,33,62,44,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,58,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,57,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,59,5,58,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,44,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,6,5,60,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,45,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,60,5,58,0,"3_ns",300,"3_65",3000,0,"qdc",30,30,62,44,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,61,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",30,30,62,59,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,62,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,58,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,63,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",32,32,62,56,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,7,6,52,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,56,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,8,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,57,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,4,9,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,56,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,32,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,45,15,53,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,33,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,34,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,45,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,35,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,55,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,36,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,56,15,56,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,37,6,51,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,38,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,45,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,39,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,58,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,40,6,52,0,"3_ns",300,"3_65",3000,0,"qdc",30,30,62,59,15,57,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,41,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,45,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,42,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,60,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,43,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,59,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,44,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,56,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,45,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,59,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,46,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",23,23,62,58,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,47,5,58,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,45,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,48,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,43,15,56,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,49,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,45,15,57,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,50,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,45,15,57,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,51,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,60,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,52,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",31,31,62,55,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,53,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,45,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,54,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,44,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,55,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,59,15,57,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,56,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,45,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,57,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,58,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,58,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,44,15,57,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,59,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,58,15,51,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,60,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,52,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,61,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,58,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,62,5,50,0,"3_ns",300,"3_65",3000,0,"qdc",22,22,62,43,15,50,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,5,63,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,44,15,57,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,0,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,57,15,59,15,60,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,1,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,46,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,10,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,11,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,45,15,59,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,12,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",23,23,62,58,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,13,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,59,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,14,5,49,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,46,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,15,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,56,15,59,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,16,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,45,15,53,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,17,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,57,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,18,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",23,23,62,46,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,19,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,60,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,2,6,50,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,61,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,20,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,47,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,21,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,47,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,22,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,55,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,23,6,51,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,60,15,58,15,55,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,24,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,57,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,25,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,45,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,26,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,56,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,27,6,49,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,55,15,50,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,28,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,57,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,29,5,52,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,46,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,3,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,55,15,59,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,30,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,57,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,31,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,46,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,32,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,44,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,33,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,34,5,48,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,46,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,35,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",29,29,62,56,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,36,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,59,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,37,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,38,5,49,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,50,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,39,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,45,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,4,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",22,22,62,56,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,40,6,55,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,55,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,41,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,42,5,54,0,"3_ns",300,"3_65",3000,0,"qdc",24,24,62,45,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,43,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,60,15,59,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,44,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,55,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,45,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",23,23,62,55,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,46,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,56,15,52,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,47,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,46,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,48,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,44,15,59,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,49,5,56,0,"3_ns",300,"3_65",3000,0,"qdc",28,28,62,47,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,5,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,56,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,50,6,58,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,60,15,59,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,51,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,55,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,52,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,56,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,53,6,56,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,60,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,54,5,53,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,58,15,57,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,55,6,53,0,"3_ns",300,"3_65",3000,0,"qdc",27,27,62,58,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,56,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,46,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,57,5,55,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,45,15,58,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,58,6,52,0,"3_ns",300,"3_65",3000,0,"qdc",22,22,62,56,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,59,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,46,15,57,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,6,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",22,22,62,59,15,56,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,60,5,57,0,"3_ns",300,"3_65",3000,0,"qdc",22,22,62,47,15,54,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,61,6,57,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,57,15,55,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,62,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",26,26,62,58,15,59,15,59,"t1_or_t2","not_t2","t2","t1_and_t2"
57,6,63,6,54,0,"3_ns",300,"3_65",3000,0,"qdc",25,25,62,60,15,58,15,58,"t1_or_t2","not_t2","t2","t1_and_t2"
