board_id,fe_id,channel,tac,a,b,c,chi2,d,dof,e
57,0,13,2,0.00042015465442091227,0.17346209287643433,23.851398468017578,5626.32275390625,372.6192932128906,4345.0,100.15098571777344
57,0,13,3,0.0004213708161842078,0.1739426851272583,23.644784927368164,5631.0859375,372.7193908691406,4345.0,100.65198516845703
57,0,14,0,0.0003215560282114893,0.1555943638086319,22.579959869384766,5003.9892578125,340.4098205566406,4270.0,110.17922973632813
57,0,14,1,0.00031240322277881205,0.15414860844612122,22.734661102294922,4943.03173828125,340.2744445800781,4270.0,110.62381744384766
57,0,14,2,0.0003074483829550445,0.153712660074234,22.79123878479004,5087.787109375,340.21728515625,4270.0,110.87810516357422
57,0,14,3,0.0002973720256704837,0.1515766978263855,23.055179595947266,5080.5986328125,340.5337829589844,4270.0,111.47615814208984
57,0,15,0,0.00039416932850144804,0.173345148563385,24.070756912231445,5844.892578125,376.03997802734375,4345.0,100.84114074707031
57,0,15,1,0.00038007550756447017,0.17162682116031647,24.301254272460938,5788.91162109375,375.8385925292969,4345.0,101.16708374023438
57,0,15,2,0.0003803957370109856,0.17069844901561737,24.367212295532227,6323.9931640625,375.7090148925781,4345.0,101.38578033447266
57,0,15,3,0.00037741486448794603,0.17058049142360687,24.233341217041016,6329.578125,375.87005615234375,4345.0,102.03560638427734
57,0,16,0,0.00036505243042483926,0.16777387261390686,23.240541458129883,4653.63916015625,352.22930908203125,4326.0,102.19293212890625
57,0,16,1,0.0003594068402890116,0.16692759096622467,23.297311782836914,4558.26708984375,352.27093505859375,4320.0,102.58709716796875
57,0,16,2,0.0003584841324482113,0.16736654937267303,23.173599243164063,4296.251953125,352.1881103515625,4320.0,102.91082763671875
57,0,16,3,0.00035189776099286973,0.16520285606384277,23.36806297302246,4397.033203125,352.3714599609375,4320.0,103.42481994628906
57,0,17,0,0.00029566147713921964,0.15498803555965424,25.341552734375,5801.12255859375,378.52734375,4270.0,110.4905776977539
57,0,17,1,0.0002938915858976543,0.15481267869472504,25.22881317138672,5685.6552734375,378.4230041503906,4270.0,111.03562927246094
57,0,17,2,0.0002897191734518856,0.1540941596031189,25.33197784423828,5803.01904296875,378.4135437011719,4270.0,111.28215026855469
57,0,17,3,0.00028700477560050786,0.15270021557807922,25.414531707763672,5889.50341796875,378.509521484375,4270.0,111.86473846435547
57,0,18,0,0.0002934813965111971,0.1475234180688858,23.338008880615234,5225.85986328125,345.59759521484375,4270.0,113.14005279541016
57,0,18,1,0.00028732127975672483,0.14673148095607758,23.402788162231445,5206.455078125,345.4978942871094,4270.0,113.5877914428711
57,0,18,2,0.00028491171542555094,0.14601676166057587,23.481281280517578,5420.9931640625,345.3891296386719,4270.0,113.81220245361328
57,0,18,3,0.0002753713051788509,0.1447770893573761,23.64923095703125,5253.80810546875,345.6555480957031,4270.0,114.3835220336914
57,0,19,0,0.00043957383604720235,0.16177023947238922,20.975496292114258,7066.158203125,346.76177978515625,4253.0,111.39066314697266
57,0,19,1,0.0004344531334936619,0.15981927514076233,21.132909774780273,7032.23681640625,346.59771728515625,4245.0,111.87000274658203
57,0,19,2,0.0004329941584728658,0.1601795256137848,21.0400333404541,7221.43701171875,346.525634765625,4245.0,112.13020324707031
57,0,19,3,0.00042953522643074393,0.1597297191619873,20.997148513793945,7216.78369140625,346.6926574707031,4245.0,112.76400756835938
57,0,2,0,0.00034488498931750655,0.16389010846614838,21.84871482849121,6645.140625,363.3709716796875,4269.0,113.68243408203125
57,0,2,1,0.0003487752692308277,0.16370676457881927,21.727174758911133,6529.3388671875,363.2203369140625,4249.0,114.20005798339844
57,0,2,2,0.0003395114035811275,0.16175998747348785,21.999353408813477,6617.62548828125,363.24847412109375,4247.0,114.44385528564453
57,0,2,3,0.000339275982696563,0.16150206327438354,21.894718170166016,6400.85791015625,363.3504943847656,4245.0,115.07845306396484
57,0,20,0,0.0002465209108777344,0.1394173800945282,24.658864974975586,6325.75537109375,370.7174377441406,4195.0,123.70964813232422
57,0,20,1,0.000247793534072116,0.13927507400512695,24.51819610595703,6337.00048828125,370.3374328613281,4179.0,124.23895263671875
57,0,20,2,0.00024938155547715724,0.13957907259464264,24.38052749633789,6286.54541015625,370.43402099609375,4171.0,124.63053894042969
57,0,20,3,0.00025087682297453284,0.13905097544193268,24.29373550415039,6213.7294921875,370.3763732910156,4170.0,125.28546142578125
57,0,21,0,0.00023037892242427915,0.14083091914653778,23.185091018676758,4732.3046875,352.3063659667969,4195.0,123.39269256591797
57,0,21,1,0.00022432630066759884,0.14007292687892914,23.292673110961914,4594.44189453125,352.0725402832031,4195.0,123.75109100341797
57,0,21,2,0.00022467467351816595,0.13975213468074799,23.260719299316406,4656.998046875,352.0919494628906,4195.0,124.12979125976563
57,0,21,3,0.00022252403141465038,0.13947872817516327,23.195377349853516,4683.27001953125,352.2227783203125,4195.0,124.7973403930664
57,0,22,0,0.000341372680850327,0.15665176510810852,22.742794036865234,5568.12255859375,372.0596008300781,4195.0,117.28654479980469
57,0,22,1,0.00033430985058657825,0.15523909032344818,22.86269187927246,5706.46533203125,371.8672180175781,4195.0,117.81672668457031
57,0,22,2,0.00032562349224463105,0.15393632650375366,23.09331703186035,5759.7197265625,371.7298889160156,4195.0,118.00111389160156
57,0,22,3,0.00031843766919337213,0.1532612442970276,23.10509490966797,5620.95703125,371.90155029296875,4195.0,118.67527770996094
57,0,23,0,0.00042424086132086813,0.17966529726982117,25.187572479248047,3790.127197265625,367.83740234375,4392.0,92.12782287597656
57,0,23,1,0.00042170906090177596,0.17869147658348083,25.20452117919922,4025.552978515625,367.5427551269531,4375.0,92.50872802734375
57,0,23,2,0.00042307827970944345,0.1786222606897354,25.14120101928711,3824.57373046875,367.7149963378906,4371.0,92.78510284423828
57,0,23,3,0.0004182278935331851,0.17798087000846863,25.137908935546875,3783.638427734375,367.6283264160156,4370.0,93.17931365966797
57,0,24,0,0.0003888641658704728,0.15473264455795288,21.217988967895508,8691.068359375,349.1546936035156,4222.0,116.6180648803711
57,0,24,1,0.00038870322168804705,0.1546701341867447,21.117809295654297,8562.818359375,349.03729248046875,4220.0,117.08695983886719
57,0,24,2,0.00037640807568095624,0.1524299830198288,21.454206466674805,8371.7958984375,348.9127502441406,4220.0,117.2857894897461
57,0,24,3,0.00038833709550090134,0.15321537852287292,21.100378036499023,8752.3583984375,349.0096130371094,4209.0,118.06404876708984
57,0,25,0,0.00043554912554100156,0.17874418199062347,22.430551528930664,5286.99560546875,365.9423828125,4345.0,101.42534637451172
57,0,25,1,0.00044037209590896964,0.17883993685245514,22.282773971557617,5286.10595703125,365.59173583984375,4344.0,101.74002075195313
57,0,25,2,0.00043670268496498466,0.1780124008655548,22.33970069885254,5346.70654296875,365.6980895996094,4333.0,102.0571060180664
57,0,25,3,0.00043987028766423464,0.1783117800951004,22.152315139770508,5023.5029296875,365.9136962890625,4320.0,102.63699340820313
57,0,26,0,0.00035850799758918583,0.16151925921440125,21.568099975585938,5660.51611328125,352.9041748046875,4270.0,112.43709564208984
57,0,26,1,0.000351085007423535,0.16014035046100616,21.70733642578125,5881.9921875,352.54443359375,4270.0,112.81221008300781
57,0,26,2,0.0003444027970544994,0.15872617065906525,21.881044387817383,5735.6572265625,352.70965576171875,4270.0,113.09412384033203
57,0,26,3,0.0003346390149090439,0.1579318344593048,21.948423385620117,6044.2421875,352.8832702636719,4270.0,113.68775939941406
57,0,27,0,0.0003520697064232081,0.15913377702236176,23.682727813720703,5417.62548828125,376.8607177734375,4225.0,113.21083068847656
57,0,27,1,0.00036169731174595654,0.15932299196720123,23.42374610900879,5464.4736328125,376.4800109863281,4220.0,113.7295913696289
57,0,27,2,0.00035326191573403776,0.15844090282917023,23.569700241088867,5517.19580078125,376.65252685546875,4220.0,114.02095794677734
57,0,27,3,0.0003539211174938828,0.15800879895687103,23.457015991210938,5681.4345703125,376.6697692871094,4219.0,114.69573211669922
57,0,28,0,0.0002482940908521414,0.14577321708202362,26.15067481994629,5888.29296875,383.83349609375,4270.0,115.2972412109375
57,0,28,1,0.0002514587831683457,0.14565828442573547,25.965892791748047,6148.8818359375,383.5219421386719,4270.0,115.84627532958984
57,0,28,2,0.00024087265774141997,0.1442047506570816,26.31206703186035,6012.69873046875,383.4352111816406,4265.0,116.01558685302734
57,0,28,3,0.00025064588407985866,0.14456354081630707,25.9482421875,5856.21630859375,383.6170959472656,4246.0,116.79475402832031
57,0,29,0,0.0003104040224570781,0.1609407365322113,24.06963539123535,4040.66357421875,362.4313049316406,4270.0,107.21356964111328
57,0,29,1,0.00030679756309837103,0.16014660894870758,24.114927291870117,4120.478515625,362.18206787109375,4270.0,107.53994750976563
57,0,29,2,0.00030318257631734014,0.16053342819213867,24.05417251586914,4216.77392578125,362.21746826171875,4270.0,107.78057861328125
57,0,29,3,0.0003013996174558997,0.15977540612220764,24.030622482299805,4212.171875,362.4519958496094,4270.0,108.39674377441406
57,0,3,0,0.00025529542472213507,0.15061886608600616,26.055057525634766,4362.4091796875,362.3146057128906,4321.0,106.13786315917969
57,0,3,1,0.0002485248842276633,0.14953850209712982,26.19159507751465,4117.82177734375,362.146240234375,4320.0,106.53559875488281
57,0,3,2,0.00024315176415257156,0.1489994376897812,26.295148849487305,4127.0517578125,361.9831848144531,4320.0,106.71741485595703
57,0,3,3,0.0002430691965855658,0.1485249251127243,26.19594383239746,4262.9462890625,362.3056945800781,4320.0,107.41900634765625
57,0,30,0,0.00030403866549022496,0.15772733092308044,26.71131134033203,4515.38037109375,388.33551025390625,4270.0,106.50019073486328
57,0,30,1,0.00030077810515649617,0.15702199935913086,26.739826202392578,4425.46142578125,388.31982421875,4270.0,106.91452026367188
57,0,30,2,0.0002935134689323604,0.15636810660362244,26.870512008666992,4723.58740234375,388.2589111328125,4270.0,107.1282730102539
57,0,30,3,0.00029307740624062717,0.15598413348197937,26.766292572021484,4635.02197265625,388.28955078125,4270.0,107.70875549316406
57,0,31,0,0.0003583506040740758,0.17060869932174683,24.877824783325195,5655.82861328125,362.60015869140625,4371.0,97.23075103759766
57,0,31,1,0.000362041057087481,0.1703922003507614,24.73929786682129,5592.31787109375,362.5578308105469,4370.0,97.6793441772461
57,0,31,2,0.0003485288470983505,0.1698160320520401,24.895662307739258,5571.1015625,362.6533203125,4370.0,97.8543701171875
57,0,31,3,0.00034956700983457267,0.16933995485305786,24.81629180908203,6038.94873046875,362.7678527832031,4370.0,98.37842559814453
57,0,32,0,0.00022957265900913626,0.13986192643642426,25.574848175048828,5355.16162109375,363.511474609375,4243.0,117.29938507080078
57,0,32,1,0.00023362394131254405,0.13979081809520721,25.37934112548828,5317.97998046875,362.8791198730469,4231.0,117.7786865234375
57,0,32,2,0.00023392064031213522,0.13997548818588257,25.29499053955078,5042.77587890625,363.19134521484375,4220.0,118.17903900146484
57,0,32,3,0.00023068553127814084,0.13915948569774628,25.32586097717285,5147.67578125,363.2400817871094,4220.0,118.75232696533203
57,0,33,0,0.0002997842093463987,0.14905376732349396,21.464481353759766,4842.54638671875,333.97943115234375,4220.0,117.72734832763672
57,0,33,1,0.0002992700901813805,0.14840389788150787,21.476978302001953,5265.47021484375,333.6747741699219,4220.0,117.98226165771484
57,0,33,2,0.0002953103685285896,0.14897100627422333,21.39553451538086,5201.89697265625,333.5584411621094,4220.0,118.25314331054688
57,0,33,3,0.00029332126723602414,0.14794781804084778,21.42359733581543,5219.76904296875,333.8655700683594,4218.0,118.92630004882813
57,0,34,0,0.0005183909670449793,0.1954297125339508,24.23636817932129,4637.39599609375,376.28863525390625,4420.0,89.24955749511719
57,0,34,1,0.0005052596679888666,0.19353130459785461,24.422943115234375,4698.14990234375,376.0701904296875,4420.0,89.54685974121094
57,0,34,2,0.0004909982671961188,0.19351303577423096,24.46391487121582,4741.4560546875,376.1898498535156,4420.0,89.77952575683594
57,0,34,3,0.0004754802503157407,0.1908218115568161,24.733295440673828,4587.57275390625,376.29705810546875,4420.0,90.25834655761719
57,0,35,0,0.0004710371431428939,0.18332158029079437,21.97365379333496,4615.3994140625,344.2420654296875,4363.0,96.10462951660156
57,0,35,1,0.0004790685197804123,0.18326765298843384,21.81044578552246,3875.871337890625,343.90374755859375,4349.0,96.49879455566406
57,0,35,2,0.0004921145737171173,0.18335296213626862,21.633100509643555,3888.48388671875,343.7536315917969,4345.0,96.80326843261719
57,0,35,3,0.0004907190450467169,0.18319176137447357,21.546913146972656,3943.439208984375,344.0253601074219,4345.0,97.34971618652344
57,0,36,0,0.0002524060837458819,0.14480124413967133,24.918182373046875,6204.947265625,365.0179443359375,4270.0,116.10431671142578
57,0,36,1,0.0002478114329278469,0.14382050931453705,25.02263641357422,6177.20703125,365.048095703125,4270.0,116.52852630615234
57,0,36,2,0.00024254282470792532,0.1426975280046463,25.198837280273438,6189.86767578125,364.98565673828125,4270.0,116.8528060913086
57,0,36,3,0.00023883700487203896,0.14158402383327484,25.29568862915039,6725.73291015625,365.0510559082031,4270.0,117.39835357666016
57,0,37,0,0.0002384272956987843,0.14068292081356049,22.182512283325195,4163.67919921875,335.00164794921875,4158.0,124.85707092285156
57,0,37,1,0.00023702223552390933,0.1398869752883911,22.251047134399414,4048.974365234375,334.7913513183594,4151.0,125.12721252441406
57,0,37,2,0.00024081386800389737,0.1402559131383896,22.047653198242188,3992.24658203125,334.6818542480469,4145.0,125.62127685546875
57,0,37,3,0.00023662144667468965,0.1393483579158783,22.10448455810547,4002.306884765625,335.03558349609375,4143.0,126.35710906982422
57,0,38,0,0.0002232696715509519,0.1401275098323822,23.221981048583984,5418.1865234375,355.5564270019531,4195.0,125.57974243164063
57,0,38,1,0.00021835627558175474,0.13897274434566498,23.34480857849121,5527.8974609375,355.1708984375,4195.0,126.02845764160156
57,0,38,2,0.0002174433320760727,0.13840363919734955,23.38289451599121,5643.9951171875,355.37969970703125,4195.0,126.38418579101563
57,0,38,3,0.0002127779007423669,0.13738304376602173,23.444988250732422,5704.8291015625,355.5934143066406,4195.0,127.1775894165039
57,0,39,0,0.0005779364728368819,0.20214951038360596,21.31805419921875,5142.61279296875,355.3896789550781,4420.0,90.79019927978516
57,0,39,1,0.0005819880170747638,0.2024856060743332,21.151607513427734,4797.22705078125,355.0687561035156,4420.0,91.12060546875
57,0,39,2,0.0005752938450314105,0.20244145393371582,21.132678985595703,4745.41748046875,354.98443603515625,4420.0,91.35599517822266
57,0,39,3,0.0005544507876038551,0.20032475888729095,21.344402313232422,5278.9296875,355.51556396484375,4420.0,91.85525512695313
57,0,4,0,0.0004451837157830596,0.1652606725692749,22.077598571777344,8283.1474609375,373.76947021484375,4270.0,111.18378448486328
57,0,4,1,0.00043812632793560624,0.1640319973230362,22.153278350830078,8487.521484375,373.6397705078125,4270.0,111.6723861694336
57,0,4,2,0.00042540792492218316,0.16293378174304962,22.36634635925293,8674.1240234375,373.6063232421875,4270.0,111.84004211425781
57,0,4,3,0.0004051472351420671,0.16018137335777283,22.761398315429688,9207.4560546875,373.7298889160156,4270.0,112.34149169921875
57,0,40,0,0.0003833259688690305,0.1496114730834961,22.12650489807129,25286.10546875,376.2046813964844,4220.0,123.59961700439453
57,0,40,1,0.0003774292999878526,0.14799636602401733,22.289466857910156,26299.76953125,376.0786437988281,4220.0,123.9995346069336
57,0,40,2,0.0003661254304461181,0.14753378927707672,22.441781997680664,27467.169921875,376.0145568847656,4220.0,124.19327545166016
57,0,40,3,0.0003683342656586319,0.14718827605247498,22.323421478271484,27132.86328125,376.4892272949219,4214.0,124.96366882324219
57,0,41,0,0.0003569159598555416,0.15983252227306366,23.406627655029297,7944.9833984375,378.360595703125,4281.0,112.32072448730469
57,0,41,1,0.0003676606866065413,0.16046911478042603,23.117984771728516,7584.41162109375,377.9456481933594,4275.0,112.65524291992188
57,0,41,2,0.00035754195414483547,0.1599845290184021,23.229293823242188,7725.52099609375,378.1089172363281,4274.0,112.91717529296875
57,0,41,3,0.00035814946750178933,0.15879034996032715,23.239784240722656,7529.70068359375,378.2206726074219,4270.0,113.55634307861328
57,0,42,0,0.00033526596962474287,0.16068360209465027,23.184900283813477,4246.76171875,357.7984924316406,4276.0,108.8458023071289
57,0,42,1,0.0003335749206598848,0.1604958027601242,23.106748580932617,4480.9375,357.5426940917969,4270.0,109.29253387451172
57,0,42,2,0.0003327236045151949,0.15939296782016754,23.196117401123047,4382.248046875,357.5216064453125,4270.0,109.61397552490234
57,0,42,3,0.0003201171930413693,0.1581912487745285,23.33690643310547,4016.508056640625,357.8284912109375,4270.0,110.20758819580078
57,0,43,0,0.00034722484997473657,0.1713535338640213,27.08549690246582,5047.10400390625,396.3196105957031,4418.0,96.38856506347656
57,0,43,1,0.00034280712134204805,0.17072051763534546,27.087848663330078,5019.73193359375,396.1883544921875,4400.0,96.77322387695313
57,0,43,2,0.00034421318559907377,0.17054383456707,27.050817489624023,4942.7783203125,396.1162414550781,4395.0,96.97694396972656
57,0,43,3,0.0003428114578127861,0.16984933614730835,27.004098892211914,5158.8837890625,396.41455078125,4395.0,97.56285858154297
57,0,44,0,0.00034866316127590835,0.14982318878173828,22.066064834594727,7476.2431640625,365.3004150390625,4195.0,122.56608581542969
57,0,44,1,0.00034561631036922336,0.14896240830421448,22.137453079223633,7443.5029296875,364.884765625,4195.0,122.82642364501953
57,0,44,2,0.00033157397410832345,0.14680103957653046,22.510406494140625,7718.84130859375,364.8257751464844,4195.0,123.1158218383789
57,0,44,3,0.00033322282251901925,0.14721404016017914,22.303966522216797,7942.4365234375,365.0788269042969,4192.0,123.78848266601563
57,0,45,0,0.0004376145952846855,0.18297787010669708,22.937515258789063,6216.19287109375,372.7553405761719,4395.0,98.34879302978516
57,0,45,1,0.0004331026575528085,0.18238723278045654,22.96515464782715,6418.80029296875,372.29400634765625,4395.0,98.53987121582031
57,0,45,2,0.0004252868820913136,0.18077190220355988,23.15467643737793,6465.74755859375,372.4742736816406,4391.0,98.80768585205078
57,0,45,3,0.0004397995653562248,0.18259938061237335,22.680768966674805,6114.01025390625,372.53204345703125,4376.0,99.44322967529297
57,0,46,0,0.00033959190477617085,0.16634829342365265,23.898700714111328,6925.1474609375,379.2529602050781,4340.0,107.593017578125
57,0,46,1,0.0003464192268438637,0.16605059802532196,23.7337589263916,6334.98779296875,378.9627380371094,4326.0,108.10037231445313
57,0,46,2,0.00033708204864524305,0.16519078612327576,23.903390884399414,6308.3779296875,379.06951904296875,4320.0,108.33100128173828
57,0,46,3,0.0003362169663887471,0.16422486305236816,23.881393432617188,6555.162109375,379.21221923828125,4320.0,108.98001098632813
57,0,47,0,0.00033292590524069965,0.16659189760684967,23.9888973236084,5457.99072265625,372.5574951171875,4345.0,105.58147430419922
57,0,47,1,0.00032212305814027786,0.16482381522655487,24.23702621459961,5508.14306640625,372.3388366699219,4345.0,105.91107177734375
57,0,47,2,0.0003174935991410166,0.1643718034029007,24.26673126220703,5933.6845703125,372.4819030761719,4345.0,106.23677062988281
57,0,47,3,0.0003107553638983518,0.1633458286523819,24.338645935058594,6059.70947265625,372.4373779296875,4345.0,106.7698974609375
57,0,48,0,0.00023269471421372145,0.13813252747058868,23.84049415588379,6034.771484375,366.3280334472656,4195.0,126.88114166259766
57,0,48,1,0.00023005636467132717,0.13748252391815186,23.88790512084961,5894.85546875,365.9886474609375,4195.0,127.20684814453125
57,0,48,2,0.00022599157819058746,0.13705046474933624,23.958009719848633,6104.6220703125,366.2029724121094,4195.0,127.56359100341797
57,0,48,3,0.000225627125473693,0.13669346272945404,23.87851333618164,6208.20166015625,366.2846984863281,4195.0,128.22775268554688
57,0,49,0,0.00035673886304721236,0.1697326898574829,23.543519973754883,3673.789306640625,349.39556884765625,4345.0,99.87675476074219
57,0,49,1,0.00035152898635715246,0.16918480396270752,23.56591033935547,3531.940673828125,349.06036376953125,4345.0,100.14397430419922
57,0,49,2,0.0003476302372291684,0.168789342045784,23.582578659057617,3582.596435546875,349.0798645019531,4345.0,100.38542175292969
57,0,49,3,0.0003431247896514833,0.16743065416812897,23.67101287841797,3711.74755859375,349.3753967285156,4345.0,100.92851257324219
57,0,5,0,0.00042021539411507547,0.17651015520095825,23.937442779541016,5415.77734375,382.25439453125,4334.0,101.38072967529297
57,0,5,1,0.0004212602216284722,0.17657065391540527,23.806371688842773,5339.4228515625,381.9373779296875,4325.0,101.76225280761719
57,0,5,2,0.00042157064308412373,0.1764013022184372,23.75322914123535,5397.88720703125,381.906982421875,4320.0,102.08426666259766
57,0,5,3,0.00041497431811876595,0.17473742365837097,23.87718963623047,5422.552734375,382.0640563964844,4320.0,102.58094787597656
57,0,50,0,0.0003062901087105274,0.14117392897605896,23.001699447631836,5834.1064453125,358.0343322753906,4195.0,122.27278137207031
57,0,50,1,0.0003011450171470642,0.139761283993721,23.131669998168945,5738.3076171875,357.860107421875,4195.0,122.80648803710938
57,0,50,2,0.0002981043071486056,0.14005383849143982,23.082435607910156,6013.5,357.9088134765625,4195.0,123.0738754272461
57,0,50,3,0.0002967144246213138,0.1395886242389679,23.02076530456543,5941.3876953125,358.0136413574219,4195.0,123.76188659667969
57,0,51,0,0.0003462530439719558,0.15492919087409973,21.67890167236328,5366.05859375,357.61236572265625,4245.0,117.36067199707031
57,0,51,1,0.00033761069062165916,0.15283773839473724,21.926454544067383,5515.8994140625,357.404296875,4246.0,117.6937484741211
57,0,51,2,0.0003433573292568326,0.1532263308763504,21.743000030517578,5594.5234375,357.3544616699219,4245.0,118.10468292236328
57,0,51,3,0.0003342637501191348,0.1526416391134262,21.788358688354492,5502.25634765625,357.6080627441406,4244.0,118.7320556640625
57,0,52,0,0.00032529819873161614,0.15419228374958038,24.38327407836914,4961.93798828125,370.0624694824219,4270.0,111.1482925415039
57,0,52,1,0.00032843658118508756,0.15421557426452637,24.257490158081055,4888.0859375,369.7773132324219,4270.0,111.42232513427734
57,0,52,2,0.0003324260760564357,0.15409483015537262,24.1451473236084,5206.3232421875,369.50250244140625,4270.0,111.75391387939453
57,0,52,3,0.0003313916677143425,0.15393821895122528,24.059755325317383,4985.6298828125,369.77911376953125,4270.0,112.3461685180664
57,0,53,0,0.0002795818436425179,0.15974491834640503,24.59843635559082,4783.46630859375,360.6405334472656,4329.0,106.01514434814453
57,0,53,1,0.00027352632605470717,0.15936410427093506,24.616376876831055,4611.9189453125,360.56463623046875,4323.0,106.40277862548828
57,0,53,2,0.000272205303190276,0.15902334451675415,24.5986385345459,4569.47265625,360.5052795410156,4320.0,106.71781158447266
57,0,53,3,0.00026847427943721414,0.15818944573402405,24.599597930908203,4767.8544921875,360.60186767578125,4320.0,107.28895568847656
57,0,54,0,0.000497830449603498,0.1792217493057251,22.204309463500977,7390.87060546875,372.10162353515625,4345.0,102.18400573730469
57,0,54,1,0.00048018238157965243,0.17644833028316498,22.524667739868164,7342.69287109375,371.9619445800781,4345.0,102.55049896240234
57,0,54,2,0.0004733252862934023,0.17535710334777832,22.65810775756836,7527.70947265625,372.0007629394531,4345.0,102.7719955444336
57,0,54,3,0.0004742258752230555,0.17500384151935577,22.516679763793945,7773.23583984375,372.092041015625,4345.0,103.4493408203125
57,0,55,0,0.0003499537124298513,0.1624448299407959,23.1486759185791,4118.62255859375,357.6768798828125,4282.0,107.7358169555664
57,0,55,1,0.00035045205731876194,0.1623416543006897,23.043540954589844,4183.5263671875,357.53790283203125,4270.0,108.18692779541016
57,0,55,2,0.00035196926910430193,0.16168999671936035,23.047937393188477,4222.1884765625,357.52886962890625,4270.0,108.52241516113281
57,0,55,3,0.00034130970016121864,0.1603282243013382,23.218292236328125,3921.853271484375,357.7593078613281,4270.0,108.99533081054688
57,0,56,0,0.0005074523505754769,0.17858168482780457,21.795257568359375,6339.34423828125,365.05560302734375,4345.0,101.96342468261719
57,0,56,1,0.0004963167011737823,0.17653626203536987,22.027490615844727,6117.64892578125,364.9394226074219,4345.0,102.19804382324219
57,0,56,2,0.0004859011678490788,0.17545579373836517,22.167572021484375,6173.67138671875,364.7972106933594,4345.0,102.42767333984375
57,0,56,3,0.00048049178440123796,0.1742631196975708,22.2086238861084,6032.3388671875,365.1980895996094,4345.0,102.97821807861328
57,0,57,0,0.000467043137177825,0.18796567618846893,24.168903350830078,3779.73193359375,369.63555908203125,4418.0,91.54155731201172
57,0,57,1,0.0004520985239651054,0.18584507703781128,24.42976951599121,3878.833984375,369.71923828125,4407.0,91.85089111328125
57,0,57,2,0.0004526045231614262,0.18554548919200897,24.39828872680664,3850.125244140625,369.50189208984375,4395.0,92.08484649658203
57,0,57,3,0.0004563292022794485,0.18600302934646606,24.167987823486328,4103.60498046875,369.98748779296875,4395.0,92.67564392089844
57,0,58,0,0.0003439420834183693,0.1742498278617859,27.14024543762207,4746.841796875,387.85247802734375,4404.0,94.48960876464844
57,0,58,1,0.000351596885593608,0.17373980581760406,26.977558135986328,4826.24951171875,387.56866455078125,4395.0,94.95535278320313
57,0,58,2,0.0003475182456895709,0.1738746464252472,26.93818473815918,4829.9580078125,387.5268859863281,4395.0,95.15184783935547
